step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
175,8.8,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.16670012497343123,1.566563451080583,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 585, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,585,585,nan,nan,0.0,passthrough,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.012719437014311552,0.0034479809692129493,0.0017227479256689548,0.0020362649811431766
176,8.85,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.16670012497343123,1.566563451080583,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 585, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,585,585,nan,nan,0.0,passthrough,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.012887689983472228,0.0035146280424669385,0.001785657019354403,0.0019434139830991626
177,8.9,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.16670012497343123,1.566563451080583,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 585, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,585,585,nan,nan,0.0,passthrough,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.01283375802449882,0.0034453399712219834,0.0015671990113332868,0.0020839490462094545
178,8.950000000000001,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.16670012497343123,1.566563451080583,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 585, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,585,585,nan,nan,0.0,passthrough,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.01304642204195261,0.003480374929495156,0.0017504449933767319,0.002157771959900856
179,9.0,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.16670012497343123,1.566563451080583,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 585, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,585,585,nan,nan,0.0,passthrough,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.01328107703011483,0.0034732500789687037,0.0017933710478246212,0.002201279974542558
180,9.05,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.1955239059170708,0.00340674992185086,0.0010137299541383982,0.0016821199096739292
181,9.1,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.010081082000397146,0.003193768090568483,0.0009841149440035224,0.0013099550269544125
182,9.15,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.008153673028573394,0.002399552962742746,0.0010192820336669683,0.001279981923289597
183,9.200000000000001,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.008228786988183856,0.001983672962523997,0.0012355190701782703,0.0014842048985883594
184,9.25,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.008771819993853569,0.0027322530513629317,0.001215421943925321,0.0014261590549722314
185,9.3,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.00981392606627196,0.003136078012175858,0.0011759710032492876,0.001650006975978613
186,9.35,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.008699671016074717,0.002428877050988376,0.0010258060647174716,0.0014091609045863152
187,9.4,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.008449548040516675,0.0023930210154503584,0.0011343449587002397,0.001445329049602151
188,9.450000000000001,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.012781974044628441,0.0032505699200555682,0.0017672789981588721,0.002100801095366478
189,9.5,-0.7968581440739229,0.16154372692108154,0.2744842767715454,0.32259222865104675,0.1073557585477829,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.2744842762260626,0.2744842767715454,-5.454828255757604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1848319370765239,1.751395388157107,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 650, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,650,650,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.61090258|1.37792517|0.738327328|0.765508274|0.588887208|0.600887208,optimal,0.131088734772297,0.0,0.131088734772297,0.432759643|0.53099674|0.320739418,0|-0|0,0.009268361958675086,0.0024826079607009888,0.0015267740236595273,0.001431729062460363
