step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.5142854252563078,0.13974487781524658,0.5043904185295105,0.4619941711425781,0.13538478314876556,0.35,5,0,0,0,1.1232045888900757,3.603111982345581,37.886260986328125,1.1262191534042358,1.0,0.2810392430523525,0,0,0,0,0.1379185754434844,0.0,filtered,0.009982395052981657,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,5.204864317320812e-12,valid,0.2810392430523525,0.386982283|0.401982283|0.383418806|0.335519176|0.339920263|0.281039243,0.536982283|0.551982283|0.533418806|0.485519176|0.489920263|0.431039243,0.506982283|0.521982283|0.503418806|0.455519176|0.459920263|0.401039243,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0189895757|0.111734818|0.135298015|0.254258641,-0.2058971|0|-0.225831665|-0.199202049|-0.188841689|-0.17837051,1.34203203|1.60792913|1.28885398|1.25460947|1.30613738|1.2000451,0.535669625|0.434365064|0.27137205,-0.0978216529|-0.243980855|0.040338669,0.004423459060490131,0.0011995946988463402,0.0012955144047737122,0.0018259286880493164
11,0.6000000000000001,-0.4843048630281249,0.14997568726539612,0.49563756585121155,0.46369028091430664,0.1451464146375656,0.35,5,0,0,0,1.1572109460830688,2.3818702697753906,40.46620178222656,1.166383981704712,1.0,0.2849963851355781,0,0,0,0,0.1379185754434844,0.0,filtered,0.03712589050397843,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.7520318529307133e-11,valid,0.2849963851355781,0.376740296|0.391740296|0.371204888|0.330930183|0.337309099|0.284996385,0.526740296|0.541740296|0.521204888|0.480930183|0.487309099|0.434996385,0.496740296|0.511740296|0.491204888|0.450930183|0.457309099|0.404996385,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0284763693|0.067071942|0.0954495208|0.214924627,-0.203772262|0|-0.224792285|-0.200577905|-0.186777556|-0.17471085,1.30318892|1.56696118|1.2315509|1.19021477|1.25790836|1.18019932,0.530778706|0.42216602|0.273389071,-0.0978216529|-0.243980855|0.040338669,0.004824554547667503,0.0013654641807079315,0.0014378055930137634,0.0019328715279698372
12,0.65,-0.43603902441596004,0.1617833971977234,0.48473823070526123,0.4645434617996216,0.15640895068645477,0.35,5,0,0,0,1.209079384803772,2.2390964031219482,20.174530029296875,1.2124792337417603,1.0,0.28720203748447926,0,0,0,0,0.1379185754434844,0.0,filtered,0.01839387248560564,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,7.569069087054459e-07,valid,0.28720203748447926,0.366607005|0.381607002|0.358566745|0.324128028|0.332854347|0.287202037,0.516607005|0.531607002|0.508566745|0.474128028|0.482854347|0.437202037,0.486607005|0.501607002|0.478566745|0.444128028|0.452854347|0.407202037,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0392402104|0.0342038506|0.0680657981|0.192981065,-0.201548508|0|-0.223885457|-0.201822997|-0.184904503|-0.171168974,1.26487951|1.52642801|1.17114131|1.12889297|1.21457868|1.17062024,0.525887787|0.409966975|0.275406092,-0.0978216529|-0.243980855|0.040338669,0.004691106267273426,0.0013519851490855217,0.0013051144778728485,0.0019473321735858917
13,0.7000000000000001,-0.39297572696403626,0.1691184937953949,0.47235921025276184,0.46461695432662964,0.163130983710289,0.35,5,0,0,0,1.2141540050506592,2.081235885620117,33.3757438659668,1.2141540050506592,1.0,0.2885288614568149,0,0,0,0,0.1379185754434844,0.0,passthrough,6.114805900566093e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2885288614568149,0.356587481|0.371587481|0.345433183|0.315685326|0.32717917|0.288528861,0.506587481|0.521587481|0.495433183|0.465685326|0.47717917|0.438528861,0.476587481|0.491587481|0.465433183|0.435685326|0.44717917|0.408528861,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0422930548|0.0123211849|0.0479220426|0.172769531,-0.199220785|0|-0.223148287|-0.203209843|-0.183316539|-0.167873558,1.22712914|1.48634992|1.11629139|1.07185264|1.17332218|1.15901142,0.520996869|0.397767931|0.277423114,-0.0978216529|-0.243980855|0.040338669,0.004475366324186325,0.001190229319036007,0.0011922093108296394,0.0020147161558270454
14,0.75,-0.3450916170463191,0.17347052693367004,0.4584711194038391,0.4634522795677185,0.16680946946144104,0.35,5,0,0,0,1.175007939338684,3.4859585762023926,37.273433685302734,1.175007939338684,1.0,0.28902657380634245,0,0,0,0,0.1379185754434844,0.0,passthrough,6.696499436779435e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.28902657380634245,0.346687052|0.361687052|0.332186835|0.306140492|0.320610063|0.289026574,0.496687052|0.511687052|0.482186835|0.456140492|0.470610063|0.439026574,0.466687052|0.481687052|0.452186835|0.426140492|0.440610063|0.409026574,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0403538591|-0.00747285773|0.0239564921|0.143156378,-0.196783828|0|-0.222442917|-0.204594967|-0.182040967|-0.164917237,1.18996438|1.44674821|1.06595057|1.01249414|1.12435578|1.13434544,0.51610595|0.385568887|0.279440135,-0.0978216529|-0.243980855|0.040338669,0.004724335856735706,0.0013469429686665535,0.001463073305785656,0.0018250327557325363
15,0.8,-0.26670164073622354,0.17875632643699646,0.4415155351161957,0.45984572172164917,0.17135308682918549,0.35,5,0,0,0,1.146202564239502,5.721796989440918,46.13022232055664,1.1342586278915405,1.0,0.2882137970299622,0,0,0,0,0.1379185754434844,0.0,filtered,0.09646582550468842,0,0,12,joint_5_acceleration_lower|joint_2_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2882137970299622,0.336911318|0.351911318|0.319084654|0.295617241|0.312946981|0.288213797,0.486911318|0.501911318|0.469084654|0.445617241|0.462946981|0.438213797,0.456911318|0.471911318|0.439084654|0.415617241|0.432946981|0.408213797,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0395677847|-0.0410188714|-0.022029918|0.0875187274,-0.194232159|0|-0.221679952|-0.205889138|-0.181178905|-0.162454196,1.15341311|1.40764527|1.01509088|0.935560954|1.0485791|1.07791972,0.511215031|0.373369843|0.281457156,-0.0978216529|-0.243980855|0.040338669,0.00482410192489624,0.0014226650819182396,0.001370360143482685,0.0019455226138234138
16,0.8500000000000001,-0.21220619935866608,0.18186324834823608,0.42315930128097534,0.45310378074645996,0.17244383692741394,0.35,3,0,0,0,1.161895990371704,5.125984191894531,29.178686141967773,1.162966012954712,1.0,0.28349771589000416,0,0,0,0,0.1379185754434844,0.0,filtered,0.044193762571881005,0,0,12,joint_5_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.28349771589000416,0.327266154|0.342266121|0.306086339|0.283497716|0.303139812|0.284843734,0.477266154|0.492266121|0.456086339|0.433497716|0.453139812|0.434843734,0.447266154|0.462266121|0.426086339|0.403497716|0.423139812|0.404843734,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0303185577|-0.0394513965|-0.028286044|0.0734692676,-0.191560097|0|-0.220890616|-0.207182643|-0.18102071|-0.160768847,1.11750452|1.36906448|0.973136183|0.887356824|1.00325249|1.05207536,0.506324112|0.361170799|0.283474177,-0.0978216529|-0.243980855|0.040338669,0.004928490146994591,0.001407570205628872,0.001352124847471714,0.0020821336656808853
17,0.9,-0.14153998404551005,0.20014989376068115,0.40191465616226196,0.4405032992362976,0.18958722054958344,0.35,3,0,0,0,1.2057288885116577,2.688718318939209,63.03388214111328,1.2057288885116577,1.0,0.2713978483406855,0,0,0,0,0.1379185754434844,0.0,passthrough,1.1913836992042997e-11,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2713978483406855,0.317757727|0.332757727|0.293589588|0.271397848|0.293022547|0.280834459,0.467757727|0.482757727|0.443589588|0.421397848|0.443022547|0.430834459,0.437757727|0.452757727|0.413589588|0.391397848|0.413022547|0.400834459,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0356286887|-0.0551950937|-0.0464596206|0.0534333602,-0.188761765|0|-0.219918335|-0.208516049|-0.181427624|-0.159785434,1.08226914|1.33103091|0.918811328|0.82188025|0.944202945|1.01698576,0.501433194|0.348971754|0.285491198,-0.0978216529|-0.243980855|0.040338669,0.004405532963573933,0.0012865066528320312,0.0012247217819094658,0.001796654425561428
18,0.9500000000000001,-0.08934305817796058,0.2003779113292694,0.37966376543045044,0.4285151958465576,0.19017678499221802,0.35,3,0,0,0,1.2043622732162476,3.4525792598724365,114.76642608642578,1.2043620347976685,1.0,0.2585302238626982,0,0,0,0,0.1379185754434844,0.0,filtered,1.494218847724641e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2585302238626982,0.3083925|0.323392496|0.280894478|0.258530224|0.28208071|0.275968033,0.4583925|0.473392496|0.430894478|0.408530224|0.43208071|0.425968033,0.4283925|0.443392496|0.400894478|0.378530224|0.40208071|0.395968033,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0409643238|-0.0423130916|-0.0213643382|0.0843550376,-0.185831105|0|-0.219074605|-0.210233837|-0.182423046|-0.159383417,1.04773889|1.29356998|0.863538984|0.781573967|0.924535455|1.02884375,0.496542275|0.33677271|0.287508219,-0.0978216529|-0.243980855|0.040338669,0.004530779086053371,0.0013721222057938576,0.0012830905616283417,0.0017862971872091293
19,1.0,-0.025081913260914995,0.22105631232261658,0.354771226644516,0.4157559275627136,0.20774473249912262,0.35,3,0,0,0,1.2364299297332764,1.9132500886917114,82.35954284667969,1.2364299297332764,1.0,0.24621671721758243,0,0,0,0,0.1379185754434844,0.0,passthrough,6.6858762308338246e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.24621671721758243,0.299177245|0.314177245|0.267981213|0.246216717|0.27236478|0.272662235,0.449177245|0.464177245|0.417981213|0.396216717|0.42236478|0.422662235,0.419177245|0.434177245|0.387981213|0.366216717|0.39236478|0.392662235,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0478860083|-0.0589672147|-0.039340262|0.0619630098,-0.182761896|0|-0.218399655|-0.212362092|-0.183593063|-0.159157195,1.01394708|1.25670898|0.80563919|0.713537562|0.866525796|0.993454755,0.491651356|0.324573666|0.289525241,-0.0978216529|-0.243980855|0.040338669,0.004832583479583263,0.0014041243121027946,0.001459999941289425,0.001891125924885273
20,1.05,0.0036595291123194262,0.21910274028778076,0.3302741050720215,0.4038662910461426,0.2057833969593048,0.35,3,0,0,0,1.2297776937484741,0.48938676714897156,41.0610466003418,1.2297776937484741,1.0,0.2330721704443186,0,0,0,0,0.1379185754434844,0.0,passthrough,7.603789832716695e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2330721704443186,0.290119048|0.305119048|0.254783874|0.23307217|0.261824419|0.268374067,0.440119048|0.455119048|0.404783874|0.38307217|0.411824419|0.418374067,0.410119048|0.425119048|0.374783874|0.35307217|0.381824419|0.388374067,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0416816611|-0.0381827336|-0.0132570681|0.0835491647,-0.179547778|0|-0.217961241|-0.214918632|-0.185315377|-0.159385277,0.980928413|1.22047619|0.759492594|0.679187316|0.848725233|0.997660155,0.486760437|0.312374622|0.291542262,-0.0978216529|-0.243980855|0.040338669,0.004559556022286415,0.0012949490919709206,0.0013605095446109772,0.0018288902938365936
21,1.1,0.009008323993143663,0.22437551617622375,0.30684494972229004,0.3926813006401062,0.2105260044336319,0.35,3,0,0,0,1.2053240537643433,0.5771462917327881,12.204241752624512,1.2053231000900269,1.0,0.2207844469710425,0,0,0,0,0.1379185754434844,0.0,filtered,1.1766837616104005e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2207844469710425,0.281225316|0.296225316|0.241914843|0.220784447|0.252447025|0.265073179,0.431225316|0.446225316|0.391914843|0.370784447|0.402447025|0.415073179,0.401225316|0.416225316|0.361914843|0.340784447|0.372447025|0.385073179,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0362583678|-0.0203751905|0.00996791017|0.100840362,-0.17618228|0|-0.217480992|-0.217576323|-0.187210094|-0.159843811,0.948718982|1.18490126|0.713920013|0.645186274|0.832545918|1.00128927,0.481869519|0.300175577|0.293559283,-0.0978216529|-0.243980855|0.040338669,0.004578140564262867,0.0012776600196957588,0.0014650775119662285,0.0017532343044877052
22,1.1500000000000001,0.007975212561907419,0.23265278339385986,0.28448113799095154,0.3817758858203888,0.21732473373413086,0.35,3,0,0,0,1.1775192022323608,0.7847257852554321,9.023910522460938,1.1775178909301758,1.0,0.20920993534082122,0,0,0,0,0.1379185754434844,0.0,filtered,1.4715346442055494e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20920993534082122,0.27250378|0.28750378|0.229344126|0.209209935|0.244084112|0.262539722,0.42250378|0.43750378|0.379344126|0.359209935|0.394084112|0.412539722,0.39250378|0.40750378|0.349344126|0.329209935|0.364084112|0.382539722,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0330055242|-0.0112198965|0.0223912357|0.105793114,-0.172658859|0|-0.21695445|-0.220188482|-0.189095208|-0.160333468,0.917356263|1.15001512|0.66741653|0.605431363|0.809632477|0.995618535,0.4769786|0.287976533|0.295576304,-0.0978216529|-0.243980855|0.040338669,0.004520871676504612,0.0014746896922588348,0.0011935411021113396,0.001764502376317978
23,1.2000000000000002,-0.007336097372626693,0.24035051465034485,0.2637972831726074,0.3712065517902374,0.2234305590391159,0.35,3,0,0,0,1.1378780603408813,1.081463098526001,9.69355297088623,1.1378780603408813,1.0,0.1979290272524462,0,0,0,0,0.1379185754434844,0.0,passthrough,7.44525495240987e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1979290272524462,0.263962503|0.2789625|0.216961486|0.197929027|0.236206249|0.260176352,0.413962503|0.4289625|0.366961486|0.347929027|0.386206249|0.410176352,0.383962503|0.3989625|0.336961486|0.317929027|0.356206249|0.380176352,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0278820387|-0.000420685478|0.0356166616|0.110221854,-0.168970941|0|-0.216420349|-0.222718948|-0.190921921|-0.160761033,0.88687907|1.11585|0.623543554|0.568576475|0.789519736|0.990166229,0.472087681|0.275777489|0.297593325,-0.0978216529|-0.243980855|0.040338669,0.0044503360986709595,0.0012095393612980843,0.001318199560046196,0.0018443148583173752
24,1.25,-0.03208209801670164,0.24688294529914856,0.2451757788658142,0.3610592186450958,0.2282804697751999,0.35,3,0,0,0,1.0897778272628784,1.2802544832229614,9.303340911865234,1.0897778272628784,1.0,0.18701437600365423,0,0,0,0,0.1379185754434844,0.0,passthrough,6.67395137954555e-12,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.18701437600365423,0.255609871|0.270609871|0.204856688|0.187014376|0.228834348|0.257942145,0.405609871|0.420609871|0.354856688|0.337014376|0.378834348|0.407942145,0.375609871|0.390609871|0.324856688|0.307014376|0.348834348|0.377942145,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.020366968|0.0121978172|0.0491103963|0.113433299,-0.165111979|0|-0.215804706|-0.225051311|-0.192589982|-0.161063376,0.857327506|1.08243948|0.583255077|0.53520401|0.771857805|0.984138503,0.467196763|0.263578445|0.299610347,-0.0978216529|-0.243980855|0.040338669,0.004538179375231266,0.001439073123037815,0.0011731339618563652,0.0018380964174866676
