step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.1753060295606649,0.3068544566631317,0.1641097217798233,0.3304973244667053,0.2812112271785736,0.35,4,0,0,0,1.4307420253753662,0.745782732963562,12.0814790725708,1.4307408332824707,1.0,0.16129848987732032,0,0,0,0,0.33998702341413856,0.0,filtered,1.862555359149416e-06,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.16129848987732032,0.572928873|0.587928866|0.51142508|0.225969011|0.16129849|0.16429849,0.722928873|0.737928866|0.66142508|0.375969011|0.31129849|0.31429849,0.692928873|0.707928866|0.63142508|0.345969011|0.28129849|0.28429849,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.247355238|0.00798519089|-0.0526673976|-0.0526673976,-0.107109125|0|-0.131369729|-0.198820978|-0.211737755|-0.211737755,2.18460637|2.35171547|2.16168583|0.713040257|0.380788807|0.392788807,0.687586069|-0.420303822|0.453804284,-0.0213378686|0.228985786|0.0271713603,0.004878006875514984,0.0014495430514216423,0.0013488857075572014,0.001987864263355732
11,0.6000000000000001,-0.17867901924123872,0.28319743275642395,0.15561173856258392,0.3200967013835907,0.25622081756591797,0.35,4,0,0,0,1.4345096349716187,0.3906153738498688,18.03070831298828,1.4345096349716187,1.0,0.14935016225725228,0,0,0,0,0.33998702341413856,0.0,passthrough,5.641402788624927e-12,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.14935016225725228,0.567634245|0.582634236|0.51702495|0.217353153|0.149350162|0.152350162,0.717634245|0.732634236|0.66702495|0.367353153|0.299350162|0.302350162,0.687634245|0.702634236|0.63702495|0.337353153|0.269350162|0.272350162,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.235871356|0.0376448347|-0.00869201389|-0.00869201389,-0.10465809|0|-0.127522961|-0.192968703|-0.205736087|-0.205736087,2.16587889|2.33053694|2.17644819|0.714088745|0.382972548|0.394972548,0.686518908|-0.408854365|0.455162913,-0.0213378686|0.228985786|0.0271713603,0.0029232939705252647,0.0007832441478967667,0.0007831249386072159,0.001305687241256237
12,0.65,-0.17632657362423856,0.25004035234451294,0.1490384340286255,0.31207698583602905,0.22239179909229279,0.35,4,0,0,0,1.4257186651229858,1.34459388256073,20.677186965942383,1.4257186651229858,1.0,0.1399230520981769,0,0,0,0,0.33998702341413856,0.0,passthrough,2.911871822692677e-12,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.1399230520981769,0.562463296|0.577463296|0.522180705|0.210487416|0.139923052|0.142923052,0.712463296|0.727463296|0.672180705|0.360487416|0.289923052|0.292923052,0.682463296|0.697463296|0.642180705|0.330487416|0.259923052|0.262923052,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.220556008|0.0645340373|0.0347330975|0.0347330975,-0.102162044|0|-0.123783756|-0.186624413|-0.198707233|-0.198707233,2.14769114|2.30985318|2.18549507|0.719859289|0.395718073|0.407718073,0.685451746|-0.397404909|0.456521541,-0.0213378686|0.228985786|0.0271713603,0.0028531430289149284,0.0007764911279082298,0.00077052041888237,0.001254551112651825
13,0.7000000000000001,-0.16893761181590722,0.2096255123615265,0.14443258941173553,0.3062805235385895,0.1819763034582138,0.35,4,0,0,0,1.393204927444458,2.226559638977051,27.869958877563477,1.393204927444458,1.0,0.1330115988271332,0,0,0,0,0.33998702341413856,0.0,passthrough,4.997681147553205e-12,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.1330115988271332,0.557418275|0.572418275|0.526713214|0.205239828|0.133011599|0.136011599,0.707418275|0.722418275|0.676713214|0.355239828|0.283011599|0.286011599,0.677418275|0.692418275|0.646713214|0.325239828|0.253011599|0.256011599,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.201215683|0.0864250452|0.0743677476|0.0743677476,-0.0996209915|0|-0.120122982|-0.179879538|-0.190723623|-0.190723623,2.13005211|2.2896731|2.18794555|0.727504819|0.41569052|0.42769052,0.684384584|-0.385955453|0.457880169,-0.0213378686|0.228985786|0.0271713603,0.0034040194004774094,0.0012114234268665314,0.0008318712934851646,0.001297883689403534
14,0.75,-0.16642396387174674,0.17176185548305511,0.1418958455324173,0.30236488580703735,0.14469148218631744,0.35,4,0,0,0,1.3759942054748535,0.7391634583473206,42.56101608276367,1.3759938478469849,1.0,0.12843796544455874,0,0,0,0,0.33998702341413856,0.0,filtered,4.6293288385997726e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.12843796544455874,0.552501432|0.567501426|0.530440765|0.201364378|0.128437965|0.131437965,0.702501432|0.717501426|0.680440765|0.351364378|0.278437965|0.281437965,0.672501432|0.687501426|0.650440765|0.321364378|0.248437965|0.251437965,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.177742414|0.100811244|0.106469492|0.106469492,-0.0970350034|0|-0.116518317|-0.172846068|-0.181943267|-0.181943267,2.11297073|2.2700057|2.18298716|0.733422686|0.438278086|0.450278086,0.683317423|-0.374505997|0.459238797,-0.0213378686|0.228985786|0.0271713603,0.00287429615855217,0.000778702087700367,0.0007870523259043694,0.00125881377607584
15,0.8,-0.17579937281466046,0.17821840941905975,0.1395663470029831,0.2983705401420593,0.15181714296340942,0.35,4,0,0,0,1.3490291833877563,2.354583740234375,43.29663848876953,1.3490291833877563,1.0,0.12583069984589743,0,0,0,0,0.33998702341413856,0.0,passthrough,7.135922242616888e-12,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.12583069984589743,0.54771501|0.56271501|0.533182994|0.198488714|0.1258307|0.1288307,0.69771501|0.71271501|0.683182994|0.348488714|0.2758307|0.2788307,0.66771501|0.68271501|0.653182994|0.318488714|0.2458307|0.2488307,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.135030096|0.0655418864|0.097789656|0.097789656,-0.0944042218|0|-0.112963502|-0.165640109|-0.17258619|-0.17258619,2.09645582|2.25086004|2.15479857|0.693856632|0.428526265|0.440526265,0.682250261|-0.36305654|0.460597426,-0.0213378686|0.228985786|0.0271713603,0.002882520668208599,0.0007937392219901085,0.0007779868319630623,0.0012580836191773415
16,0.8500000000000001,-0.18088428591684705,0.19129744172096252,0.13684944808483124,0.2940223515033722,0.16561202704906464,0.35,4,0,0,0,1.3256585597991943,3.2178902626037598,34.766090393066406,1.3256579637527466,1.0,0.12319243905944507,0,0,0,0,0.33998702341413856,0.0,filtered,1.2479978603361453e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.12319243905944507,0.543061245|0.558061245|0.534072661|0.194142482|0.123192439|0.126192439,0.693061245|0.708061245|0.684072661|0.344142482|0.273192439|0.276192439,0.663061245|0.678061245|0.654072661|0.314142482|0.243192439|0.246192439,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0964223502|0.023202485|0.0823073268|0.0823073268,-0.0917288634|0|-0.109628571|-0.158474531|-0.16291096|-0.16291096,2.08051611|2.23224498|2.12308442|0.641297882|0.412166123|0.424166123,0.6811831|-0.351607084|0.461956054,-0.0213378686|0.228985786|0.0271713603,0.004017227329313755,0.0010816920548677444,0.0011382317170500755,0.001722811721265316
17,0.9,-0.19668585774445205,0.24694466590881348,0.13198697566986084,0.287803053855896,0.23195891082286835,0.35,4,0,0,0,1.3009389638900757,4.923994064331055,37.606788635253906,1.2976800203323364,1.0,0.12025467845497281,0,0,0,0,0.33998702341413856,0.0,filtered,0.019613520767020668,0,0,12,joint_1_acceleration_upper,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.12025467845497281,0.538542356|0.553542356|0.533297579|0.188022297|0.120254678|0.123254678,0.688542356|0.703542356|0.683297579|0.338022297|0.270254678|0.273254678,0.658542356|0.673542356|0.653297579|0.308022297|0.240254678|0.243254678,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0458813164|-0.0616754636|0.032114738|0.032114738,-0.0890092211|0|-0.10654934|-0.151222654|-0.152869795|-0.152869795,2.0651602|2.21416942|2.07252229|0.539191072|0.360263657|0.372263657,0.680115938|-0.340157628|0.463314682,-0.0213378686|0.228985786|0.0271713603,0.004731940105557442,0.0013904580846428871,0.0013276683166623116,0.00192332174628973
18,0.9500000000000001,-0.22093735237825968,0.3128654956817627,0.12502336502075195,0.279954195022583,0.29695141315460205,0.35,4,0,0,0,1.2791839838027954,4.6423749923706055,27.195720672607422,1.2789491415023804,1.0,0.11552721879393732,0,0,0,0,0.33998702341413856,0.0,filtered,0.017983719671040878,0,0,12,joint_1_acceleration_upper,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.11552721879393732,0.534160551|0.549160551|0.530304886|0.178218991|0.115527219|0.118527219,0.684160551|0.699160551|0.680304886|0.328218991|0.265527219|0.268527219,0.654160551|0.669160551|0.650304886|0.298218991|0.235527219|0.238527219,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00138022753|-0.135665255|-0.0108135098|-0.0108135098,-0.086245669|0|-0.103945953|-0.143681282|-0.142249561|-0.142249561,2.05039653|2.1966422|2.01865382|0.433529429|0.309045805|0.321045805,0.679048777|-0.328708172|0.464673311,-0.0213378686|0.228985786|0.0271713603,0.0035903416574001312,0.0013206657022237778,0.0008912589401006699,0.0012952964752912521
19,1.0,-0.24231051572693055,0.3663141131401062,0.11652418971061707,0.27111998200416565,0.3492448627948761,0.35,4,0,0,0,1.266174554824829,4.27292013168335,26.059324264526367,1.266174554824829,1.0,0.10930550940763636,0,0,0,0,0.33998702341413856,0.0,passthrough,8.141769049165482e-12,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.10930550940763636,0.529918013|0.544918004|0.525223965|0.16517758|0.109305509|0.112305509,0.679918013|0.694918004|0.675223965|0.31517758|0.259305509|0.262305509,0.649918013|0.664918004|0.645223965|0.28517758|0.229305509|0.232305509,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0397497367|-0.194320716|-0.0409987621|-0.0409987621,-0.0834386641|0|-0.101849349|-0.13540095|-0.130672221|-0.130672221,2.03623339|2.17967201|1.95929677|0.330988655|0.265551054|0.277551054,0.677981615|-0.317258716|0.466031939,-0.0213378686|0.228985786|0.0271713603,0.002987753599882126,0.0008135270327329636,0.0008070990443229675,0.0013114148750901222
20,1.05,-0.26047130876394653,0.39455732703208923,0.10764887928962708,0.2620522677898407,0.37643226981163025,0.35,4,0,0,0,1.1862319707870483,4.993001937866211,57.27064514160156,1.1793391704559326,1.0,0.10227186961420734,0,0,0,0,0.33998702341413856,0.0,filtered,0.02926542163422888,0,0,12,joint_2_acceleration_lower,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.10227186961420734,0.525816902|0.540816902|0.518124202|0.149725544|0.10227187|0.10527187,0.675816902|0.690816902|0.668124202|0.299725544|0.25227187|0.25527187,0.645816902|0.660816902|0.638124202|0.269725544|0.22227187|0.22527187,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0712599983|-0.206586293|-0.0528168581|-0.0528168581,-0.0805887491|0|-0.100191049|-0.125988794|-0.117884716|-0.117884716,2.02267886|2.16326761|1.90104576|0.26632709|0.238385904|0.250385904,0.676914454|-0.305809259|0.467390567,-0.0213378686|0.228985786|0.0271713603,0.0029969001188874245,0.0007865838706493378,0.0007892213761806488,0.0013684602454304695
21,1.1,-0.3006459562135939,0.4212060868740082,0.099734827876091,0.253357470035553,0.4021685719490051,0.35,4,0,0,0,1.062167763710022,4.470707893371582,71.34734344482422,1.062167763710022,1.0,0.09510379315784537,0,0,0,0,0.33998702341413856,0.0,passthrough,5.819353090191995e-12,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.09510379315784537,0.521859349|0.536859349|0.509460689|0.134075298|0.0951037932|0.0981037932,0.671859349|0.686859349|0.659460689|0.284075298|0.245103793|0.248103793,0.641859349|0.656859349|0.629460689|0.254075298|0.215103793|0.218103793,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0990113175|-0.214456327|-0.0560127112|-0.0560127112,-0.0776965559|0|-0.0987154036|-0.115528202|-0.104431956|-0.104431956,2.00974084|2.14743739|1.84011603|0.206316664|0.219970505|0.231970505,0.675847292|-0.294359803|0.468749195,-0.0213378686|0.228985786|0.0271713603,0.0031680529937148094,0.0007765050977468491,0.0008395854383707047,0.0014998847618699074
22,1.1500000000000001,-0.3614577566406155,0.4377325475215912,0.09425478428602219,0.2454533576965332,0.4180130958557129,0.35,4,0,0,0,0.8248658180236816,6.780903339385986,79.5042495727539,0.8107772469520569,1.0,0.0883073162158127,0,0,0,0,0.33998702341413856,0.0,filtered,0.04437581007765462,0,0,12,joint_0_acceleration_upper,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.0883073162158127,0.518047448|0.533047448|0.499433811|0.118512278|0.0883073162|0.0913073162,0.668047448|0.683047448|0.649433811|0.268512278|0.238307316|0.241307316,0.638047448|0.653047448|0.619433811|0.238512278|0.208307316|0.211307316,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.114040653|-0.202874451|-0.0521450731|-0.0521450731,-0.0747628059|0|-0.0971824983|-0.104557049|-0.0910345017|-0.0910345017,1.99742699|2.13218979|1.78651209|0.166617613|0.21004969|0.22204969,0.67478013|-0.282910347|0.470107824,-0.0213378686|0.228985786|0.0271713603,0.004929430782794952,0.0015309862792491913,0.0015252716839313507,0.0017781415954232216
23,1.2000000000000002,-0.44383455543280254,0.4348298907279968,0.09352738410234451,0.24013882875442505,0.41478800773620605,0.35,4,0,0,0,0.7062773108482361,6.784633159637451,68.65994262695312,0.7090187072753906,1.0,0.08216814941547709,0,0,0,0,0.33998702341413856,0.0,filtered,0.05620970060074767,0,0,12,joint_0_acceleration_upper|joint_5_acceleration_upper,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.08216814941547709,0.514383259|0.529383257|0.488727691|0.103958831|0.0821681494|0.0851681494,0.664383259|0.679383257|0.638727691|0.253958831|0.232168149|0.235168149,0.634383259|0.649383257|0.608727691|0.223958831|0.202168149|0.205168149,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.106553916|-0.165970174|-0.0148033447|-0.0148033447,-0.0717883135|0|-0.0953421175|-0.0938995085|-0.0786199303|-0.0786199303,1.98574472|2.11753303|1.75301473|0.155965643|0.235249323|0.247249323,0.673712969|-0.271460891|0.471466452,-0.0213378686|0.228985786|0.0271713603,0.004700381308794022,0.0013182712718844414,0.0013870522379875183,0.0019143102690577507
24,1.25,-0.49828690561518674,0.3782881200313568,0.09887237846851349,0.23906993865966797,0.358378529548645,0.35,4,0,0,0,0.716185450553894,6.509525775909424,95.78852081298828,0.7137662172317505,0.9797988003983442,0.07838390403186754,0,0,0,0,0.33998702341413856,0.0,filtered,0.03374518085724921,0,0,12,joint_1_acceleration_lower,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.07838390403186754,0.510868796|0.525868796|0.478544328|0.0917168088|0.078383904|0.0812942484,0.660868796|0.675868796|0.628544328|0.241716809|0.228383904|0.231294248,0.630868796|0.645868796|0.598544328|0.211716809|0.198383904|0.201294248,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0542744092|-0.0756940352|0.0596592235|0.0589944974,-0.0687739864|0|-0.0930613908|-0.0842730782|-0.0679336466|-0.0727240839,1.9747012|2.10347519|1.76684151|0.206900122|0.305261193|0.311447407,0.672645807|-0.260011435|0.47282508,-0.0213378686|0.228985786|0.0271713603,0.004456622526049614,0.0011900998651981354,0.0012443270534276962,0.0019455254077911377
