step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.3005849921041767,0.15505507588386536,0.3588375747203827,0.41202589869499207,0.14133988320827484,0.35,2,0,0,0,0.7073075771331787,3.1908130645751953,28.149635314941406,0.7073075771331787,1.0,0.23718681278626186,0,0,0,0,0.3146689396179114,0.0,passthrough,7.980371524088816e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.23718681278626186,0.397726628|0.412726604|0.237186813|0.244186813|0.424044244|0.470930911,0.547726628|0.562726604|0.387186813|0.394186813|0.574044244|0.620930911,0.517726628|0.532726604|0.357186813|0.364186813|0.544044244|0.590930911,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0593972901|0.0593972901|0.181552259|0.201166554,-0.141373891|0|-0.216882538|-0.216882538|-0.275129866|-0.275250796,1.44953262|1.65090642|0.791262003|0.819262003|1.60259937|1.8096394,0.352111161|-0.438081771|0.530819893,0.0349684916|0.273589045|-0.00408786954,0.005882664583623409,0.001752563752233982,0.0016926014795899391,0.002335331402719021
11,0.6000000000000001,-0.3782328668493028,0.16471342742443085,0.35651254653930664,0.40358319878578186,0.15021027624607086,0.35,2,0,0,0,0.6485408544540405,3.416950225830078,26.867782592773438,0.6485408544540405,1.0,0.22937686071287022,0,0,0,0,0.3146689396179114,0.0,passthrough,7.796726420986214e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.22937686071287022,0.390760012|0.405759997|0.229376861|0.236376861|0.419267844|0.467107068,0.540760012|0.555759997|0.379376861|0.386376861|0.569267844|0.617107068,0.510760012|0.525759997|0.349376861|0.356376861|0.539267844|0.587107068,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0509596667|0.0509596667|0.194446847|0.219357633,-0.13726214|0|-0.213364924|-0.213364924|-0.274696523|-0.275437841,1.42577791|1.62303999|0.755102186|0.783102186|1.5968217|1.81234807,0.353859603|-0.424402148|0.53061533,0.0349684916|0.273589045|-0.00408786954,0.005754880607128143,0.0017096875235438347,0.0018258076161146164,0.002103731967508793
12,0.65,-0.4319090942893684,0.17565996944904327,0.35655656456947327,0.3949434459209442,0.16027580201625824,0.35,2,0,0,0,0.6088196039199829,3.4520034790039062,42.3143196105957,0.6088196039199829,1.0,0.22134614401985508,0,0,0,0,0.3146689396179114,0.0,passthrough,7.684256231567125e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.22134614401985508,0.384002112|0.399002112|0.221346144|0.228346144|0.415160692|0.464174847,0.534002112|0.549002112|0.371346144|0.378346144|0.565160692|0.614174847,0.504002112|0.519002112|0.341346144|0.348346144|0.535160692|0.584174847,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0430761469|0.0430761469|0.18774555|0.214332732,-0.133025087|0|-0.210367828|-0.210367828|-0.274367513|-0.275549305,1.40298336|1.59600845|0.718092895|0.746092895|1.57402081|1.79548282,0.355608046|-0.410722524|0.530410767,0.0349684916|0.273589045|-0.00408786954,0.003914698958396912,0.0011655371636152267,0.001008850522339344,0.0016296552494168282
13,0.7000000000000001,-0.4942332289097092,0.18744757771492004,0.3591999411582947,0.38610437512397766,0.17106013000011444,0.35,2,0,0,0,0.6341659426689148,3.3995251655578613,35.25737762451172,0.6341655254364014,1.0,0.21307277393189128,0,0,0,0,0.3146689396179114,0.0,filtered,6.123527058699421e-07,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.21307277393189128,0.377459222|0.392459222|0.213072774|0.220072774|0.410806168|0.461065158,0.527459222|0.542459222|0.363072774|0.370072774|0.560806168|0.611065158,0.497459222|0.512459222|0.333072774|0.340072774|0.530806168|0.581065158,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0345080301|0.0345080301|0.18729362|0.21730995,-0.128661695|0|-0.207686042|-0.207686042|-0.274148096|-0.275630109,1.38117519|1.56983689|0.679113084|0.707113084|1.5563702|1.78594047,0.357356489|-0.3970429|0.530206203,0.0349684916|0.273589045|-0.00408786954,0.0035698050633072853,0.001003095880150795,0.001001172699034214,0.0015002833679318428
14,0.75,-0.4822386950060207,0.20530211925506592,0.36004939675331116,0.37671995162963867,0.18786516785621643,0.35,2,0,0,0,0.5309469103813171,4.8736419677734375,117.5959243774414,0.5309467315673828,1.0,0.20452595758811443,0,0,0,0,0.3146689396179114,0.0,filtered,1.9887560979472162e-07,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.20452595758811443,0.371137676|0.386137676|0.204525958|0.211525958|0.406443585|0.45809224,0.521137676|0.536137676|0.354525958|0.361525958|0.556443585|0.60809224,0.491137676|0.506137676|0.324525958|0.331525958|0.526443585|0.57809224,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.025091411|0.025091411|0.104226683|0.122374196,-0.124171285|0|-0.205522167|-0.205522167|-0.274108934|-0.275713587,1.36037942|1.5445507|0.637673074|0.665673074|1.45589209|1.67902957,0.359104931|-0.383363277|0.53000164,0.0349684916|0.273589045|-0.00408786954,0.005732751451432705,0.0016859257593750954,0.0016832780092954636,0.002256377600133419
15,0.8,-0.5431249864206646,0.20582158863544464,0.3639693856239319,0.36785706877708435,0.1873212605714798,0.35,2,0,0,0,0.6611032485961914,4.238125324249268,124.80220794677734,0.6611025929450989,1.0,0.1955864982849186,0,0,0,0,0.3146689396179114,0.0,filtered,8.203330685928962e-07,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.1955864982849186,0.365043834|0.380043834|0.195586498|0.202586498|0.397957735|0.450416081,0.515043834|0.530043834|0.345586498|0.352586498|0.547957735|0.600416081,0.485043834|0.500043834|0.315586498|0.322586498|0.517957735|0.570416081,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0311599095|0.0311599095|0.147974756|0.172127093,-0.119553574|0|-0.202261522|-0.202261522|-0.273971181|-0.275741994,1.34062176|1.52017534|0.61124438|0.63924438|1.46583452|1.69804942,0.360853374|-0.369683653|0.529797077,0.0349684916|0.273589045|-0.00408786954,0.005416565574705601,0.0014810021966695786,0.0016384664922952652,0.002202441915869713
16,0.8500000000000001,-0.4906465136349118,0.23112811148166656,0.3635667562484741,0.35812610387802124,0.21143478155136108,0.35,2,0,0,0,0.6028000116348267,4.903221607208252,153.5387725830078,0.5936650633811951,1.0,0.18712342281690642,0,0,0,0,0.3146689396179114,0.0,filtered,0.05063869926715388,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.18712342281690642,0.359184061|0.374184051|0.187123423|0.194123423|0.391668253|0.445218985,0.509184061|0.524184051|0.337123423|0.344123423|0.541668253|0.595218985,0.479184061|0.494184051|0.307123423|0.314123423|0.511668253|0.565218985,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0126722453|0.0126722453|0.0595944885|0.0733294394,-0.114808709|0|-0.199318852|-0.199318852|-0.273889718|-0.275794467,1.32192753|1.4967362|0.561847085|0.589847085|1.35237778|1.57841091,0.362601817|-0.35600403|0.529592514,0.0349684916|0.273589045|-0.00408786954,0.0058753034099936485,0.0017345678061246872,0.001766418106853962,0.0022632740437984467
17,0.9,-0.5074554884746215,0.2262786626815796,0.364326149225235,0.3492947220802307,0.2054349035024643,0.35,2,0,0,0,0.7211281657218933,4.517373085021973,157.56405639648438,0.7211273312568665,1.0,0.17789312552777026,0,0,0,0,0.3146689396179114,0.0,filtered,1.0543974757158117e-06,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.17789312552777026,0.3535647|0.368564684|0.177893126|0.184893126|0.381005831|0.435133551,0.5035647|0.518564684|0.327893126|0.334893126|0.531005831|0.585133551,0.4735647|0.488564684|0.297893126|0.304893126|0.501005831|0.555133551,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0260512669|0.0260512669|0.128978125|0.149541697,-0.109937306|0|-0.195640744|-0.195640744|-0.273787049|-0.275796374,1.30432149|1.47425874|0.541983025|0.569983025|1.3792144|1.61427953,0.364350259|-0.342324406|0.529387951,0.0349684916|0.273589045|-0.00408786954,0.005611948668956757,0.0016152411699295044,0.0016550524160265923,0.0022290879860520363
18,0.9500000000000001,-0.5400135916423144,0.2564597725868225,0.3650868535041809,0.3394528031349182,0.23419472575187683,0.35,2,0,0,0,0.6253252029418945,5.730899333953857,199.47247314453125,0.6253246068954468,1.0,0.16950834364593348,0,0,0,0,0.3146689396179114,0.0,filtered,7.05431091391874e-07,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.16950834364593348,0.348192052|0.363192052|0.169508344|0.176508344|0.373774093|0.42880344,0.498192052|0.513192052|0.319508344|0.326508344|0.523774093|0.57880344,0.468192052|0.483192052|0.289508344|0.296508344|0.493774093|0.54880344,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00213906329|0.00213906329|0.0660661198|0.0823973006,-0.104940482|0|-0.192348745|-0.192348745|-0.273610732|-0.275800193,1.28782773|1.45276821|0.487823693|0.515823693|1.28755176|1.52181087,0.366098702|-0.328644782|0.529183388,0.0349684916|0.273589045|-0.00408786954,0.005222024396061897,0.0014917543157935143,0.0014464259147644043,0.002182595431804657
19,1.0,-0.5167344010513306,0.2486306130886078,0.3650319576263428,0.3306581974029541,0.22529242932796478,0.35,2,0,0,0,0.6387636065483093,5.094363212585449,198.5688018798828,0.6387629508972168,1.0,0.1600872065639085,0,0,0,0,0.3146689396179114,0.0,filtered,1.0427015906164145e-06,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.1600872065639085,0.34307235|0.35807235|0.160087207|0.167087207|0.363475016|0.419199871,0.49307235|0.50807235|0.310087207|0.317087207|0.513475016|0.569199871,0.46307235|0.47807235|0.280087207|0.287087207|0.483475016|0.539199871,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0250005226|0.0250005226|0.0690740159|0.0785213012,-0.0998198909|0|-0.189215846|-0.189215846|-0.273690657|-0.275821164,1.27246951|1.4322894|0.476133503|0.504133503|1.24928342|1.47949962,0.367847145|-0.314965159|0.528978825,0.0349684916|0.273589045|-0.00408786954,0.005840452387928963,0.0017406828701496124,0.001750958152115345,0.002246703952550888
20,1.05,-0.5640193440290461,0.253550261259079,0.36721256375312805,0.3222738802433014,0.22907355427742004,0.35,2,0,0,0,0.6783388257026672,3.909013271331787,126.21653747558594,0.7221798300743103,1.0,0.1519684961185781,0,0,0,0,0.3146689396179114,0.0,filtered,0.08870978842519894,0,1,12,workspace_y_upper,workspace_y_upper,2,0,0,inaccurate_solution,,0.0,valid,0.1519684961185781,0.33821173|0.35321173|0.151968496|0.158968496|0.353373041|0.40946809,0.48821173|0.50321173|0.301968496|0.308968496|0.503373041|0.55946809,0.45821173|0.47321173|0.271968496|0.278968496|0.473373041|0.52946809,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0255952795|0.0255952795|0.120607257|0.136306007,-0.09457775|0|-0.184275695|-0.184275695|-0.273380391|-0.275800974,1.25826917|1.41284692|0.449193569|0.477193569|1.26071903|1.49837739,0.369595587|-0.301285535|0.528774261,0.0349684916|0.273589045|-0.00408786954,0.005512046627700329,0.0016310149803757668,0.0014721602201461792,0.0023079244419932365
21,1.1,-0.6136163556476106,0.28256940841674805,0.3702338933944702,0.3130894899368286,0.256618857383728,0.35,2,0,0,0,0.6113863587379456,5.016714096069336,149.88638305664062,0.6208444833755493,1.0,0.14414670766834714,0,0,0,0,0.3146689396179114,0.0,filtered,0.02298556875736203,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,3.3909356920991396e-07,valid,0.14414670766834714,0.3336162|0.348616189|0.144146708|0.151146708|0.345729477|0.402463475,0.4836162|0.498616189|0.294146708|0.301146708|0.495729477|0.552463475,0.4536162|0.468616189|0.264146708|0.271146708|0.465729477|0.522463475,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0035205895|0.0035205895|0.0954841351|0.112726687,-0.0892168686|0|-0.180138036|-0.180138036|-0.27312913|-0.275786238,1.24524793|1.39446475|0.399969384|0.427969384|1.20527291|1.44679435,0.37134403|-0.287605911|0.528569698,0.0349684916|0.273589045|-0.00408786954,0.00592405442148447,0.0017761904746294022,0.0017603849992156029,0.002274921163916588
22,1.1500000000000001,-0.5994593953345657,0.2870807349681854,0.3721153736114502,0.3043631613254547,0.2599644362926483,0.35,2,0,0,0,0.5927371382713318,3.9652414321899414,136.33982849121094,0.5965917706489563,1.0,0.13541206020805163,0,0,0,0,0.3146689396179114,0.0,filtered,0.01150252699960242,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,2.0382911188054909e-07,valid,0.13541206020805163,0.329291616|0.344291616|0.13541206|0.14241206|0.336819582|0.39425496,0.479291616|0.494291616|0.28541206|0.29241206|0.486819582|0.54425496,0.449291616|0.464291616|0.25541206|0.26241206|0.456819582|0.51425496,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0141767146|0.0141767146|0.0616025085|0.0705560111,-0.0837406682|0|-0.17677647|-0.17677647|-0.273187631|-0.275811216,1.23342579|1.37716646|0.379048486|0.407048486|1.1356932|1.37176463,0.373092473|-0.273926288|0.528365135,0.0349684916|0.273589045|-0.00408786954,0.006425974890589714,0.001788121648132801,0.0018037334084510803,0.0026972396299242973
23,1.2000000000000002,-0.5627401116962449,0.2904893755912781,0.3717857897281647,0.296127587556839,0.26249539852142334,0.35,2,0,0,0,0.5684460997581482,4.164011478424072,111.9911880493164,0.6395747065544128,1.0,0.12738894636210232,0,0,0,0,0.3146689396179114,0.0,filtered,0.17672906654750167,0,1,12,workspace_y_upper,workspace_y_upper,0,0,1,solved,osqp,1.2022598958050246e-08,valid,0.12738894636210232,0.325243644|0.340243644|0.127388946|0.134388946|0.326305622|0.384050711,0.475243644|0.490243644|0.277388946|0.284388946|0.476305622|0.534050711,0.445243644|0.460243644|0.247388946|0.254388946|0.446305622|0.504050711,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.021330295|0.021330295|0.0471560993|0.0509310939,-0.0781531996|0|-0.171612054|-0.171612054|-0.27299496|-0.275797867,1.22282138|1.36097458|0.359274026|0.387274026|1.07938363|1.31133607,0.374840915|-0.260246664|0.528160572,0.0349684916|0.273589045|-0.00408786954,0.003592241555452347,0.0009579025208950043,0.0010550720617175102,0.0015163645148277283
24,1.25,-0.5880282702670229,0.3046834170818329,0.3720216751098633,0.2879179120063782,0.27578267455101013,0.35,2,0,0,0,0.6010550856590271,4.794436931610107,74.81107330322266,0.68816739320755,1.0,0.120028864401692,0,0,0,0,0.3146689396179114,0.0,filtered,0.22679355113147356,0,1,12,workspace_y_upper|joint_4_acceleration_lower,workspace_y_upper,0,0,1,solved,osqp,1.913503411277162e-09,valid,0.120028864401692,0.321477753|0.336477753|0.120028864|0.127028864|0.315050039|0.37283161,0.471477753|0.486477753|0.270028864|0.277028864|0.465050039|0.52283161,0.441477753|0.456477753|0.240028864|0.247028864|0.435050039|0.49283161,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0149356721|0.0149356721|0.0530375145|0.0581178115,-0.0724591757|0|-0.165226193|-0.165226193|-0.272596247|-0.27574997,1.21345184|1.34591101|0.329824937|0.357824937|1.04064142|1.27369428,0.376589358|-0.2465671|0.527956009,0.0349684916|0.273589045|-0.00408786954,0.005004167556762695,0.0018561827018857002,0.0010383985936641693,0.002023516222834587
