episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-52.80427190941461,45.869969522580504,199,1,0,0,0.04926374554634094,9.950000000000001,0.15400461852550507,0.21192047161859784,0.537024199962616,0,0.0,0.8542713567839196,0.13224060191798886,0.0,0.0,0.0,0.0,0.9899497487437185,0.0,0.0,0.0,0.003143808160489092,0.004832528129070248,0.007297803647816181,0.001325706539479033,0.0012691423914690113,0.0018690478983311796,0.1452646374576093,1.5004814863204956,26.365276336669922,1,1,62,3.1,0,0.20369317730438674
11,8.48536767877459,9.59589870274067,57,1,0,0,0.053704164922237396,2.85,0.26984450221061707,0.15454161402426267,0.2507801353931427,0,0.0,0.5263157894736842,0.006779172360663458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1151091593705427,0.0042152246950488345,0.005331880412995815,0.0012020589620397803,0.001194136494999392,0.0017418764662324336,0.18681762387093745,1.7093874216079712,47.340248107910156,0,0,0,0.0,0,0.16784555358164743
12,-25.794416182032,25.86089014261961,96,1,0,0,0.05396011844277382,4.800000000000001,0.1764957457780838,0.24797264048053572,0.39456528425216675,0,0.0,0.5208333333333334,0.00605478929539072,0.0,0.0,0.0,0.0,0.9895833333333334,0.0,0.0,0.0,0.00894657053844597,0.004166255074475582,0.005837983451783657,0.0011285569538207103,0.0010703841301922996,0.0016345877083949745,0.12294648810348008,1.3517329692840576,30.984874725341797,1,1,33,1.6500000000000001,0,0.300266770010418
13,-2.3738815029093736,22.342728719115257,110,1,0,0,0.05341733247041702,5.5,0.20841141045093536,0.19893021055243232,0.3298492729663849,0,0.0,0.38181818181818183,0.017227593341184982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05841138369591023,0.0037507756359197878,0.005856928415596485,0.0010321776043962349,0.001028630890968171,0.0015350260348482565,0.1291539915668016,1.2939037084579468,26.268226623535156,1,1,13,0.65,0,0.12732721899058416
14,-73.76773277100841,40.49075967259705,240,0,0,0,0.22437316179275513,12.0,0.16059450805187225,0.1612781238509342,0.49870535731315613,0,0.0,0.775,0.10175659671507473,0.0,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.005962922941642385,0.004130394562768439,0.018250982277095318,0.001210877508856356,0.0010740993816095094,0.0016693224975218375,0.10446534698518614,1.1010715961456299,18.938764572143555,1,1,34,1.7000000000000002,0,0.2054846579334847
15,-65.44102726218213,44.52090930752456,240,0,0,0,0.241460382938385,12.0,0.19767634570598602,0.1750210859036694,0.5191842913627625,0,0.0,0.5833333333333334,0.02506884756021015,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,0.02704834830060049,0.0038923267818366486,0.005961037240922451,0.0010712449322454632,0.0010315947428656122,0.0015629421609143416,0.19622262601236193,1.8969265222549438,59.981842041015625,1,1,50,2.5,0,0.029018166766859865
16,2.085803153360896,11.621023843064904,113,1,0,0,0.04783140867948532,5.65,0.269578218460083,0.10049154655595796,0.2801842987537384,0,0.0,0.8407079646017699,0.08113250665990733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11957823324029751,0.003629255701944364,0.0050228070467710495,0.001037439174818254,0.0010096345475949016,0.001514821296838005,0.1221157314041547,1.2940245866775513,21.296451568603516,0,0,0,0.0,0,0.25450318340892064
17,-56.230186619895825,39.961300794035196,240,0,0,0,0.08967255800962448,12.0,0.21086566150188446,0.16033578868955373,0.38231027126312256,0,0.0,0.7291666666666666,0.0667867731717238,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05797877967881518,0.0038800476351752876,0.00596592016518116,0.0010800859386411806,0.0010587905572416881,0.0015981141128577291,0.10587348245996206,1.1002143621444702,28.101091384887695,1,1,19,0.9500000000000001,0,0.2665228116481846
18,18.20083685334602,4.504540823400021,28,1,0,0,0.04899313300848007,1.4000000000000001,0.29284167289733887,0.149904410221747,0.20893460512161255,0,0.0,0.7142857142857143,0.014111247954155777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13592716548099626,0.0037397260977221386,0.004930381663143635,0.001016792408855898,0.0010514064425868647,0.0016044626744197948,0.19778480247727462,1.8001359701156616,28.215396881103516,0,0,0,0.0,0,0.24000800205624673
19,-81.69385697378351,38.16987372748554,240,0,0,0,0.4505195915699005,12.0,0.2040073424577713,0.15277189178547512,0.43148118257522583,0,0.0,0.6,0.046297911895913924,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.05400732270013245,0.003939933539368212,0.005967337638139725,0.0011108167236670852,0.0010649170028045774,0.0015915032049330573,0.11434596426600668,1.255262017250061,35.018428802490234,1,1,28,1.4000000000000001,0,0.4279042768833715
