episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-52.80427190941461,45.869969522580504,199,1,0,0,0.04926374554634094,9.950000000000001,0.15400461852550507,0.21192047161859784,0.537024199962616,0,0.0,0.8542713567839196,0.13224060191798886,0.0,0.0,0.0,0.0,0.9899497487437185,0.0,0.0,0.0,0.003143808160489092,0.005119217288254494,0.009098411537706852,0.0013974789792119558,0.0013393381442032269,0.0019559343088062565,0.1452646374576093,1.5004814863204956,26.365276336669922,1,1,62,3.1,0,0.20369317730438674
11,8.48536767877459,9.59589870274067,57,1,0,0,0.053704164922237396,2.85,0.26984450221061707,0.15454161402426267,0.2507801353931427,0,0.0,0.5263157894736842,0.006779172360663458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1151091593705427,0.004523380757554581,0.005924548953771591,0.001319687829859424,0.001289591536318001,0.001828814709657117,0.18681762387093745,1.7093874216079712,47.340248107910156,0,0,0,0.0,0,0.16784555358164743
12,-25.794416182032,25.86089014261961,96,1,0,0,0.05396011844277382,4.800000000000001,0.1764957457780838,0.24797264048053572,0.39456528425216675,0,0.0,0.5208333333333334,0.00605478929539072,0.0,0.0,0.0,0.0,0.9895833333333334,0.0,0.0,0.0,0.00894657053844597,0.0056933594654159,0.009673682041466236,0.0015887360592993598,0.001477498299209401,0.002115959612031778,0.12294648810348008,1.3517329692840576,30.984874725341797,1,1,33,1.6500000000000001,0,0.300266770010418
13,-2.3738815029093736,22.342728719115257,110,1,0,0,0.05341733247041702,5.5,0.20841141045093536,0.19893021055243232,0.3298492729663849,0,0.0,0.38181818181818183,0.017227593341184982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05841138369591023,0.004250332154333592,0.007025096565485001,0.0011979069306769154,0.0011680819940837947,0.0017007103105160324,0.1291539915668016,1.2939037084579468,26.268226623535156,1,1,13,0.65,0,0.12732721899058416
14,-73.76773277100841,40.49075967259705,240,0,0,0,0.22437316179275513,12.0,0.16059450805187225,0.1612781238509342,0.49870535731315613,0,0.0,0.775,0.10175659671507473,0.0,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.005962922941642385,0.004890358999061087,0.007727397605776787,0.0013869892107322812,0.0013433222464906672,0.0019196390368354818,0.10446534698518614,1.1010715961456299,18.938764572143555,1,1,34,1.7000000000000002,0,0.2054846579334847
15,-65.44102726218213,44.52090930752456,240,0,0,0,0.241460382938385,12.0,0.19767634570598602,0.1750210859036694,0.5191842913627625,0,0.0,0.5833333333333334,0.02506884756021015,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,0.02704834830060049,0.0048115447939684,0.007596158422529697,0.0013574484386481346,0.0012943219820347924,0.0018723093710529307,0.19622262601236193,1.8969265222549438,59.981842041015625,1,1,50,2.5,0,0.029018166766859865
16,2.085803153360896,11.621023843064904,113,1,0,0,0.04783140867948532,5.65,0.269578218460083,0.10049154655595796,0.2801842987537384,0,0.0,0.8407079646017699,0.08113250665990733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11957823324029751,0.0050088106366121665,0.006446897052228451,0.0014634890218092277,0.0014291678233879857,0.0020228383683525354,0.1221157314041547,1.2940245866775513,21.296451568603516,0,0,0,0.0,0,0.25450318340892064
17,-56.230186619895825,39.961300794035196,240,0,0,0,0.08967255800962448,12.0,0.21086566150188446,0.16033578868955373,0.38231027126312256,0,0.0,0.7291666666666666,0.0667867731717238,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05797877967881518,0.0048029146428840855,0.00858303438872099,0.0013714523636735975,0.0013264332587520282,0.0019279509084299206,0.10587348245996206,1.1002143621444702,28.101091384887695,1,1,19,0.9500000000000001,0,0.2665228116481846
18,18.20083685334602,4.504540823400021,28,1,0,0,0.04899313300848007,1.4000000000000001,0.29284167289733887,0.149904410221747,0.20893460512161255,0,0.0,0.7142857142857143,0.014111247954155777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13592716548099626,0.004962922639346549,0.007092735730111599,0.0014688075919236457,0.001402688944446189,0.001999296813404986,0.19778480247727462,1.8001359701156616,28.215396881103516,0,0,0,0.0,0,0.24000800205624673
19,-81.69385697378351,38.16987372748554,240,0,0,0,0.4505195915699005,12.0,0.2040073424577713,0.15277189178547512,0.43148118257522583,0,0.0,0.6,0.046297911895913924,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.05400732270013245,0.004670548268283407,0.007983331568539143,0.0013260813740392527,0.00127082773251459,0.0018629859667271375,0.11434596426600668,1.255262017250061,35.018428802490234,1,1,28,1.4000000000000001,0,0.4279042768833715
